bodyname; position x; position y; position z
jupiter; 4.5603706197387766; -2.0544798363870336; -0.09351178828953775
saturn; 6.739994154612891; -7.352864832738441; -0.140662051065718
uranus; 14.426704056733401; 13.509689570876445; -0.13719329128432003
neptune; 29.62223721206297; -4.046152899978084; -0.5982909915795452
sun; -0.00020238383018261576; 0.00034399148083998055; -1.4129777754790389e-05
jupiter; 4.95286555681312; -0.11990083899830636; -0.11032320806517672
saturn; 7.624523868031206; -6.3378783422304; -0.193514194248566
uranus; 13.727340561790431; 14.17238757460033; -0.12566569271269706
neptune; 29.714855437851636; -3.254653205604073; -0.6167013140098697
sun; -0.0002539502091634145; -0.001919452740607392; 1.4191232549039667e-06
jupiter; 4.5809906063693155; 1.85883675684387; -0.1102184861613428
saturn; 8.371623063560508; -5.18332999154937; -0.24331356370642887
uranus; 12.983498294393982; 14.80918363307205; -0.11365709275022141
neptune; 29.787423780862653; -2.449343532735852; -0.6349344500030384
sun; 0.00033722401106053314; -0.0017638595544917698; -8.787147210607652e-06
jupiter; 3.4675457608953417; 3.565453981926929; -0.0923939259011328
saturn; 8.956209467958193; -3.905197513210815; -0.2887852623641121
uranus; 12.195424215222241; 15.416691579364459; -0.10118334212743318
neptune; 29.838956426200173; -1.630717610568318; -0.6529575600093271
sun; 0.0009435517509438615; -0.003706507055278625; -9.679358988968821e-06
jupiter; 1.7751746367450414; 4.716597121902144; -0.05931102896554405
saturn; 9.35414649369809; -2.524295097972272; -0.32860789598170786
uranus; 11.363592739485217; 15.991421692052816; -0.08826362039680964
neptune; 29.868467106435666; -0.7993206625141618; -0.6707367363542952
sun; 0.0020086381853470173; -0.0029423357444209; -3.364232283249883e-05
jupiter; -0.22656435613879017; 5.126280040958127; -0.01622750379957914
saturn; 9.543151084103805; -1.066621990007446; -0.36144375608506996
uranus; 10.488734524199085; 16.52979834442362; -0.07492065335527556
neptune; 29.874970746848383; 0.04424790365123117; -0.6882370045341829
sun; 0.0028176516656102965; -0.004220812572346055; -4.263159365077517e-05
jupiter; -2.221570843024296; 4.738879276521071; 0.03001611926244364
saturn; 9.503957141633833; 0.4364826913392708; -0.3859818868576891
uranus; 9.571851831723333; 17.02816600626854; -0.06118095353092393
neptune; 29.85748536669879; 0.8993345283115953; -0.7054223411962918
sun; 0.003811708034279725; -0.0027226467264980176; -6.910361567123557e-05
jupiter; -3.9078721863235146; 3.626791871306131; 0.0723635968753291
saturn; 9.221640368401161; 1.948359564945756; -0.4009917867908471
uranus; 8.614241592509392; 17.482805400649372; -0.04707509205393244
neptune; 29.815034938266766; 1.7652290914223314; -0.7222557027904413
sun; 0.004289871650060241; -0.0034341736863119643; -7.426801629754223e-05
jupiter; -5.041138500427459; 1.9641911957560132; 0.10462534707526963
saturn; 8.68711122154461; 3.427454151910641; -0.40538973176384446
uranus; 7.617504520513921; 17.889942464830522; -0.03263787619063189
neptune; 29.74665196654736; 2.641164991449874; -0.7386990614040403
sun; 0.004770955229669221; -0.0014853128642904243; -9.258065417520122e-05
jupiter; -5.458973359336772; -0.005541187511430828; 0.12215727889006739
saturn; 7.898729774498134; 4.828101974660284; -0.3983174426358185
uranus; 6.583567036500009; 18.245776003109434; -0.017908492665202874
neptune; 29.651381122185914; 3.5263165687610325; -0.7547134569590072
sun; 0.004617991809984664; -0.0020448173012012727; -8.582978107954327e-05
jupiter; -5.091653692297648; -1.9998611910674307; 0.1222257423150249
saturn; 6.8638096113411695; 6.1019040540431835; -0.37922527625959207
uranus; 5.514692689365085; 18.54649330179049; -0.002930636042067692
neptune; 29.52828177568498; 4.419799272882252; -0.7702590389778294
sun; 0.004453706865664521; -0.0001363105445553473; -9.12626258096593e-05
jupiter; -3.9680478108835397; -3.72337216249303; 0.10424934311377354
saturn; 5.600011461048439; 7.199645630757675; -0.3479618607778594
uranus; 4.413503793298635; 18.788306236867086; 0.012247414653857426
neptune; 29.376432036077468; 5.320667213431037; -0.7852951369081627
sun; 0.00371927236234741; -0.0010588127618506038; -7.175287074606457e-05
jupiter; -2.2211776565564665; -4.894042697346025; 0.07003216449731296
saturn; 4.136143552441671; 8.073777936416132; -0.3048483716315104
uranus; 3.2829923101361373; 18.967471028002063; 0.027572708444402128
neptune; 29.19493105797112; 6.227913600119441; -0.7997803018911044
sun; 0.003150629636839286; 0.00032463324177696613; -6.774654817207117e-05
jupiter; -0.0921378927302451; -5.276631088944166; 0.02399044032978029
saturn; 2.5124224380483096; 8.681407335712002; -0.25074170189468675
uranus; 2.1265372333815624; 19.08033273833497; 0.04298767676350476
neptune; 28.982903492801668; 7.140468581508914; -0.8136723932705952
sun; 0.0022686803518207708; -0.0013480301789874766; -4.349525737946578e-05
jupiter; 2.0744405450202343; -4.729763344040794; -0.026753476939647185
saturn; 0.7796660624731941; 8.987383881425766; -0.18705510298216524
uranus; 0.9479133149111842; 19.12335039612861; 0.05843013799691993
neptune; 28.739501488566415; 8.057199989909225; -0.8269286139318506
sun; 0.001900710274018535; -0.0006922333885826723; -4.2501231651902825e-05
